id,label,pageranks,twitter_score,audience_sw_apr_june24,Hard News,topic_niv1,clusters_legend,date_fusion,SPEL,CPPAP,ORG,PROPR,media_category,lrecon_23_mean,antielite_salience_23_mean,eu_position_23_mean,refugees_23_mean,galtan_23_mean
663,Legavox.fr,0.000423,"0,060001125",542001,TRUE,Droit,Economique - Tech - Gaming,2008,FALSE,FALSE,|||,||||,,,,,,
664,Lanceurdalerte.info,0.00029,"0,05977863",5000,TRUE,Actu,Economique - Tech - Gaming,2019,FALSE,FALSE,|||,||||,,,,,,
665,Journaldujapon.com,0.000287,"0,059681494",295973,FALSE,BD,Divers,,FALSE,FALSE,|||,||||,,,,,,
666,Lesrepliques.com,0.000266,"0,05895947",5000,TRUE,Actu,Gauche - Extrême Gauche,2016,FALSE,FALSE,|||,||||,,,,,,
667,Courrierdeuropecentrale.fr,0.000453,"0,058899662",18986,TRUE,Actu,Gauche - Extrême Gauche,2009,TRUE,TRUE,|||,||||,,,,,,
669,Lnc.nc,0.000474,"0,058643105",230996,TRUE,Actu_Locale,Droite - Extrême Droite,1971,TRUE,TRUE,|||,||||,,,,,,
671,Wedemain.fr,0.000708,"0,058502687",360439,TRUE,Ecologie,Economique - Tech - Gaming,2012,TRUE,TRUE,|||,||||,NaN,5.04,4.967,6.323,7.667,4.26
672,Marceau2020.info,0.00026,"0,058425206",5000,TRUE,Santé,Extrême Droite - Réinformation,2021,FALSE,FALSE,|||,||||,,,,,,
673,Petitbleu.fr,0.000809,"0,058362424",1081000,TRUE,Actu_Locale,PQR - Sport - Météo,1914,TRUE,TRUE,Groupe La Dépêche|||,Famille Baylet||||,,,,,,
674,Blog-Nouvelles-Technologies.fr,0.000508,"0,05800178",114184,FALSE,Technologie,Economique - Tech - Gaming,,FALSE,FALSE,|||,||||,,,,,,
675,Iphonesoft.fr,0.000533,"0,057907118",274740,FALSE,Technologie,Economique - Tech - Gaming,,FALSE,FALSE,|||,||||,,,,,,
677,Herodote.net,0.00084,"0,05747128",2138000,FALSE,Culture,Droite - Extrême Droite,,TRUE,FALSE,|||,||||,NaN,5.233,7.009,3.547,5.808,6.088
678,Alalumieredunouveaumonde.blogspot.com,0.000258,"0,057435066",21942,TRUE,Actu,Economique - Tech - Gaming,2012,FALSE,FALSE,|||,||||,,,,,,
679,Sortirdunucleaire.org,0.000479,"0,057392121",47372,TRUE,Ecologie,Gauche - Extrême Gauche,1998,FALSE,FALSE,|||,||||,,,,,,
680,Carenews.com,0.000363,"0,057384361",189487,TRUE,Actu,Economique - Tech - Gaming,2012,FALSE,FALSE,|||,||||,NaN,5.428,4.133,7.203,8.068,4.226
681,Rebellyon.info,0.000312,"0,057377988",119031,TRUE,Actu_Locale,Gauche - Extrême Gauche,2004,FALSE,FALSE,|||,||||,,,,,,
682,Infoclimat.fr,0.003518,"0,05723372",6438000,FALSE,Météo,PQR - Sport - Météo,,FALSE,FALSE,|||,||||,,,,,,
683,Terre-Net.fr,0.000907,"0,057193043",2633000,TRUE,Agriculture,Divers,1997,TRUE,TRUE,|||,||||,NaN,5.679,4.533,6.646,7.772,4.758
684,Passeportsante.net,0.001504,"0,057072112",23750000,FALSE,Santé,Lifestyle – Santé – TV,,FALSE,FALSE,|||,||||,,,,,,
685,Autojournal.fr,0.000705,"0,05705359",11380000,FALSE,Transports,Lifestyle – Santé – TV,,TRUE,FALSE,|||,||||,,,,,,
686,Newsweed.fr,0.000276,"0,056878645",183672,TRUE,Actu,Lifestyle – Santé – TV,2015,FALSE,FALSE,|||,||||,,,,,,
687,Infoequitable.org,0.000273,"0,056831513",10047,TRUE,Actu,Droite - Extrême Droite,2016,FALSE,FALSE,|||,||||,,,,,,
688,Infos-Dijon.com,0.000371,"0,056786738",650501,TRUE,Actu_Locale,PQR - Sport - Météo,2010,FALSE,FALSE,|||,||||,NaN,5.397,4.605,6.541,7.776,4.57
689,Actuel-Rh.fr,0.000268,"0,056604446",20033,TRUE,Marketing,Lifestyle – Santé – TV,2007,TRUE,FALSE,|||,||||,,,,,,
690,Toutelatele.com,0.000452,"0,056109053",16450000,FALSE,TV,Lifestyle – Santé – TV,1998,FALSE,FALSE,|||,||||,NaN,5.8,6.548,4.164,5.923,6.335
691,Lafuria.fr,0.000265,"0,056108124",38204,TRUE,Humour,Droite - Extrême Droite,2023,FALSE,FALSE,|||,||||,,,,,,
692,Batiactu.com,0.000525,"0,05609032",1820000,TRUE,Actu,Economique - Tech - Gaming,2001,TRUE,TRUE,|||,||||,NaN,5.582,4.603,6.604,7.736,4.678
693,Movierama.fr,0.000264,"0,055961105",81636,FALSE,Culture,Droite - Extrême Droite,,FALSE,FALSE,|||,||||,,,,,,
694,Lemonde.co.il,0.00026,"0,055926188",141800,TRUE,Actu,Droite - Extrême Droite,2005,FALSE,FALSE,|||,||||,,,,,,
695,Lopinion.com,0.000498,"0,055921234",635559,TRUE,Actu_Locale,PQR - Sport - Météo,2013,TRUE,TRUE,|||,||||,NaN,5.091,5.03,6.1,7.689,4.475
696,Lemondedelenergie.com,0.000385,"0,055842817",54595,TRUE,Ecologie,Economique - Tech - Gaming,2014,FALSE,FALSE,|||,||||,NaN,5.8,5.122,5.845,7.175,5.354
697,Compta-Online.com,0.00026,"0,055472603",2114000,FALSE,Marketing,Economique - Tech - Gaming,,TRUE,FALSE,|||,||||,,,,,,
698,Toutelaculture.com,0.000528,"0,055284918",171517,FALSE,Culture,Gauche - Extrême Gauche,,TRUE,TRUE,|||,||||,,,,,,
699,Itsocial.fr,0.000266,"0,055114873",62158,TRUE,Technologie,Economique - Tech - Gaming,2013,FALSE,FALSE,|||,||||,,,,,,
700,Parolesdhistoire.fr,0.000275,"0,055082907",28556,FALSE,Culture,Gauche - Extrême Gauche,,FALSE,FALSE,|||,||||,,,,,,
701,Dexerto.fr,0.000287,"0,054975178",7037000,FALSE,Jeux_Vidéo,Economique - Tech - Gaming,,FALSE,FALSE,|||,||||,,,,,,
702,Geopolintel.fr,0.000306,"0,054832006",9595,TRUE,Actu,Extrême Droite - Réinformation,2009,FALSE,FALSE,|||,||||,,,,,,
703,Laregledujeu.org,0.00031,"0,054685782",128925,TRUE,Actu,Gauche - Extrême Gauche,1990,FALSE,FALSE,|||,||||,NaN,5.651,4.998,6.043,7.233,5.114
705,Jeuxvideo-Live.com,0.000519,"0,054526391",102619,FALSE,Jeux_Vidéo,Divers,,FALSE,FALSE,|||,||||,,,,,,
706,Le11Hdf.fr,0.000443,"0,05415462",1923000,FALSE,Sport,PQR - Sport - Météo,,TRUE,FALSE,|||,||||,,,,,,
707,Paddock-Gp.com,0.000383,"0,053982976",9040000,FALSE,Sport,Droite - Extrême Droite,,FALSE,FALSE,|||,||||,,,,,,
708,Club-Stephenking.fr,0.000277,"0,053862512",31209,FALSE,Culture,Economique - Tech - Gaming,,FALSE,FALSE,|||,||||,,,,,,
709,Pausefoot.com,0.000258,"0,053649007",18685,FALSE,Sport,PQR - Sport - Météo,,FALSE,FALSE,|||,||||,,,,,,
710,Lesfrancais.press,0.000291,"0,053512415",285388,TRUE,Actu,Divers,2017,TRUE,TRUE,|||,||||,NaN,5.278,5.345,5.769,7.361,4.795
711,Limpertinentmedia.com,0.000285,"0,053453723",26776,TRUE,Actu,Extrême Droite - Réinformation,2020,FALSE,FALSE,|||,||||,,,,,,
712,La-Verite-Vous-Rendra-Libres.org,0.000275,"0,053424739",7775,TRUE,Actu,Extrême Droite - Réinformation,2021,FALSE,FALSE,|||,||||,,,,,,
713,Info-Chalon.com,0.000337,"0,053302015",838944,TRUE,Actu_Locale,Droite - Extrême Droite,2009,TRUE,TRUE,|||,||||,NaN,5.411,5.879,5.088,6.797,5.404
714,Nordicmag.info,0.000258,"0,053256688",1212000,FALSE,Sport,PQR - Sport - Météo,,FALSE,FALSE,|||,||||,,,,,,
715,Achatpublic.info,0,"0,053244848",10963,TRUE,Administration,Divers,2003,TRUE,FALSE,|||,||||,,,,,,
716,Onvoitout.fr,0,"0,053199053",37072,FALSE,People,Divers,,FALSE,FALSE,|||,||||,,,,,,
717,Dcplanet.fr,0.000439,"0,053167543",151603,FALSE,BD,Economique - Tech - Gaming,,FALSE,FALSE,|||,||||,,,,,,
718,Lechasseurfrancais.com,0.000274,"0,053166214",1419000,FALSE,Animaux,Lifestyle – Santé – TV,1885,TRUE,FALSE,|||,||||,,,,,,
719,F1Only.fr,0,"0,053151713",2576000,FALSE,Sport,Divers,,FALSE,FALSE,|||,||||,,,,,,
720,Troiscouleurs.fr,0.000296,"0,053122212",153543,FALSE,Culture,Gauche - Extrême Gauche,,FALSE,FALSE,|||,||||,,,,,,
722,Meteo-Villes.com,0.000937,"0,052646047",2279000,FALSE,Météo,PQR - Sport - Météo,,FALSE,FALSE,|||,||||,,,,,,
724,Larevuedudigital.com,0.00037,"0,052394362",102799,TRUE,Technologie,Economique - Tech - Gaming,2013,FALSE,FALSE,|||,||||,,,,,,
725,Lechotouristique.com,0.001176,"0,052238494",938374,TRUE,Tourisme,Economique - Tech - Gaming,1934,FALSE,FALSE,|||,||||,NaN,5.57,5.263,5.726,7.118,5.183
726,Frenchweb.fr,0.000526,"0,052187842",253224,TRUE,Technologie,Economique - Tech - Gaming,2006,FALSE,FALSE,|||,||||,IT & Consumer,6.005,4.421,6.772,7.688,5.036
727,Iatranshumanisme.com,0.000325,"0,051954619",44716,TRUE,Technologie,Economique - Tech - Gaming,2015,FALSE,FALSE,|||,||||,,,,,,
728,Boursedirect.fr,0.000325,"0,051871607",9101000,TRUE,Economie,Economique - Tech - Gaming,1996,FALSE,FALSE,|||,||||,,,,,,
729,Bitcoin.fr,0.000565,"0,051839387",231634,FALSE,Technologie,Economique - Tech - Gaming,,FALSE,FALSE,|||,||||,,,,,,
730,Legossip.net,0.000281,"0,051668221",537215,FALSE,People,Lifestyle – Santé – TV,,FALSE,FALSE,|||,||||,,,,,,
731,Editoweb.eu,0.000261,"0,05161345",20445,TRUE,Actu,Divers,2004,FALSE,FALSE,|||,||||,,,,,,
732,Macron.watch,0.000258,"0,051488214",20135,TRUE,Actu,Divers,2017,FALSE,FALSE,|||,||||,,,,,,
733,France-Catholique.fr,0.000313,"0,051361577",170488,TRUE,Actu,Droite - Extrême Droite,1924,FALSE,FALSE,Bolloré|||,Vincent Bolloré||||,,,,,,
734,Lerevenu.com,0.000536,"0,05123202",1744000,TRUE,Economie,Economique - Tech - Gaming,1968,TRUE,FALSE,|||,||||,,,,,,
735,Lequotidiendupharmacien.fr,0.00056,"0,05114181",238048,TRUE,Santé,Extrême Droite - Réinformation,1985,TRUE,FALSE,|||,||||,,,,,,
736,Directvelo.com,0.000379,"0,051127657",6075000,FALSE,Sport,PQR - Sport - Météo,,TRUE,FALSE,|||,||||,,,,,,
738,Medisite.fr,0.000569,"0,050767333",8534000,FALSE,Santé,Lifestyle – Santé – TV,,TRUE,FALSE,|||,||||,NaN,5.27,6.25,4.576,6.505,5.494
739,Tntv.pf,0.000264,"0,050643656",140654,TRUE,Actu_Locale,Gauche - Extrême Gauche,2000,FALSE,FALSE,|||,||||,,,,,,
740,Balancetonantisemite.com,0.000261,"0,050506187",9875,TRUE,Actu,Droite - Extrême Droite,2019,FALSE,FALSE,|||,||||,,,,,,
741,Histoireetsociete.com,0.000311,"0,050344617",67415,TRUE,Actu,Droite - Extrême Droite,2011,FALSE,FALSE,|||,||||,,,,,,
742,Radioscoop.com,0.000505,"0,050209344",2129000,TRUE,Actu_Locale,Lifestyle – Santé – TV,1982,FALSE,FALSE,|||,||||,,,,,,
743,Corsicainfurmazione.org,0.000258,"0,050196952",16922,TRUE,Actu_Locale,Divers,1999,FALSE,FALSE,|||,||||,,,,,,
744,Kpoplife.fr,0,"0,050048667",75766,FALSE,Musique,Divers,,FALSE,FALSE,|||,||||,,,,,,
745,Serieously.com,0.000265,"0,04990924",19720000,FALSE,Culture,Lifestyle – Santé – TV,,TRUE,FALSE,|||,||||,,,,,,
746,Telos-Eu.com,0.000868,"0,049859224",208385,TRUE,Actu,Gauche - Extrême Gauche,2005,FALSE,FALSE,|||,||||,NaN,5.625,4.447,6.772,7.806,4.661
747,Starmag.com,0.000293,"0,049842015",1274000,FALSE,People,Lifestyle – Santé – TV,,TRUE,FALSE,|||,||||,,,,,,
748,Abcdrduson.com,0.000358,"0,049828101",122769,FALSE,Culture,Gauche - Extrême Gauche,,FALSE,FALSE,|||,||||,,,,,,
749,Goldengeek.net,0.000348,"0,049579441",35615,FALSE,Jeux_Vidéo,Divers,,FALSE,FALSE,|||,||||,,,,,,
750,Viaatv.tv,0.000271,"0,049269047",228304,TRUE,Actu_Locale,Economique - Tech - Gaming,1993,FALSE,FALSE,|||,||||,,,,,,
751,Wikiagri.fr,0.00028,"0,049227696",66671,TRUE,Agriculture,Gauche - Extrême Gauche,2011,FALSE,FALSE,|||,||||,,,,,,
752,Palestine-Solidarite.fr,0.000263,"0,04922524",5000,TRUE,Actu,Gauche - Extrême Gauche,2020,FALSE,FALSE,|||,||||,,,,,,
753,Lerepairedesmotards.com,0.0005,"0,048987585",4963000,FALSE,Transports,Economique - Tech - Gaming,,FALSE,FALSE,|||,||||,,,,,,
754,01Topinfo.fr,0.000258,"0,048968761",5000,TRUE,Actu,PQR - Sport - Météo,2021,FALSE,FALSE,|||,||||,,,,,,
755,Thegamemasters.fr,0,"0,048830865",11310,FALSE,Jeux_Vidéo,Divers,,FALSE,FALSE,|||,||||,,,,,,
756,Frenchmorning.com,0.000401,"0,048591563",461586,FALSE,Lifestyle,Economique - Tech - Gaming,,FALSE,FALSE,|||,||||,,,,,,
757,Influencia.net,0.00034,"0,048272126",95550,TRUE,Marketing,Economique - Tech - Gaming,2004,FALSE,FALSE,|||,||||,,,,,,
758,Peuple-Vert.fr,0.000278,"0,048253887",6310000,FALSE,Sport,PQR - Sport - Météo,,FALSE,FALSE,|||,||||,,,,,,
759,C-K-Jpopnews.fr,0.000258,"0,048192697",8048,FALSE,Musique,Lifestyle – Santé – TV,,FALSE,FALSE,|||,||||,,,,,,
761,Ksociety.fr,0.000258,"0,047854004",22407,FALSE,Lifestyle,Lifestyle – Santé – TV,,FALSE,FALSE,|||,||||,,,,,,
762,Lejournaldesarts.fr,0.000533,"0,047794302",240454,FALSE,Culture,Divers,,TRUE,TRUE,|||,||||,,,,,,
763,Ville-Rail-Transports.com,0.001212,"0,047575541",217529,TRUE,Transports,Divers,2002,TRUE,FALSE,|||,||||,,,,,,
765,Areion24.news,0.000451,"0,047293446",252583,TRUE,Actu,Droite - Extrême Droite,2003,FALSE,FALSE,|||,||||,,,,,,
766,Lejournaldesentreprises.com,0.000382,"0,047253479",314893,TRUE,Economie,Economique - Tech - Gaming,2003,TRUE,TRUE,Groupe Télégramme|||,Édouard Coudurier||||,IT & Consumer,6.069,3.7,7.627,8.24,4.614
767,Lequotidiendelart.com,0.000549,"0,047158867",185709,FALSE,Culture,Gauche - Extrême Gauche,,TRUE,FALSE,|||,||||,,,,,,
768,Elishean777.com,0.0003,"0,043156213",198774,TRUE,Actu,Extrême Droite - Réinformation,2008,FALSE,FALSE,|||,||||,,,,,,
769,Herault-Tribune.com,0.000259,"0,046856424",1341000,TRUE,Actu_Locale,PQR - Sport - Météo,1973,TRUE,TRUE,|||,||||,PQR & Mag,5.102,5.714,5.266,7.067,5.002
770,Veridik.fr,0.000266,"0,046816417",35422,TRUE,Actu_Locale,PQR - Sport - Météo,2019,TRUE,FALSE,|||,||||,,,,,,
771,Myjournal.fr,0.000265,"0,046518944",24707,TRUE,Actu_Locale,PQR - Sport - Météo,2016,FALSE,FALSE,|||,||||,,,,,,
772,Minurne.org,0.000271,"0,046370272",43796,TRUE,Actu,Droite - Extrême Droite,2011,FALSE,FALSE,|||,||||,,,,,,
773,Xochipelli.fr,0.000326,"0,046237437",26244,TRUE,Santé,Extrême Droite - Réinformation,2015,FALSE,FALSE,|||,||||,,,,,,
775,Business-Cool.com,0.000301,"0,045877664",571247,TRUE,Economie,Economique - Tech - Gaming,2016,FALSE,FALSE,|||,||||,,,,,,
776,Urban-Radio.com,0.000258,"0,045871762",5000,FALSE,Culture,Gauche - Extrême Gauche,,FALSE,FALSE,|||,||||,,,,,,
777,Kulturegeek.fr,0.000275,"0,115598423",335050,FALSE,Technologie,Economique - Tech - Gaming,2012,FALSE,FALSE,|||,||||,,,,,,
778,Piflemag.fr,0.000264,"0,045550053",,FALSE,Education,PQR - Sport - Météo,,,,|||,||||,,,,,,
779,Roxarmy.com,0.000317,"0,045481062",0,FALSE,Technologie,Divers,,FALSE,FALSE,|||,||||,,,,,,
780,Ulyces.co,0.000434,"0,045454787",13601,FALSE,People,Divers,,FALSE,FALSE,|||,||||,,,,,,
782,Nintendo-Difference.com,0.000258,"0,04544141",152042,FALSE,Jeux_Vidéo,Economique - Tech - Gaming,,FALSE,FALSE,|||,||||,,,,,,
783,Meteo-Paris.com,0.000587,"0,045433524",103492,FALSE,Météo,PQR - Sport - Météo,,FALSE,FALSE,|||,||||,,,,,,
784,Cerveauetpsycho.fr,0.000561,"0,04520755",5608000,FALSE,Santé,Lifestyle – Santé – TV,,TRUE,TRUE,|||,||||,,,,,,
785,Cosmopolitan.fr,0.001038,"0,045064734",412618,FALSE,Lifestyle,Lifestyle – Santé – TV,1973,TRUE,FALSE,|||,||||,,,,,,
786,Vigilance-Pandemie.info,0.000265,"0,045040919",14160000,TRUE,Santé,Extrême Droite - Réinformation,2021,FALSE,FALSE,|||,||||,,,,,,
14498,Luniversims.fr,0,"0,040536592",20586,FALSE,Jeux_Vidéo,Divers,,FALSE,FALSE,|||,||||,,,,,,
20150,Boualemetsteph.fr,0.000258,"0,054636344",428238,FALSE,Education,Divers,,FALSE,FALSE,|||,||||,,,,,,
31391,Decideurs-Magazine.com,0.000323,"0,062370351",62419,TRUE,Economie,Economique - Tech - Gaming,1996,FALSE,FALSE,|||,||||,NaN,5.857,4.568,6.559,7.631,4.984
44807,Themedialeader.fr,0.000454,"0,046326307",172641,TRUE,Marketing,Economique - Tech - Gaming,2005,FALSE,FALSE,|||,||||,,,,,,
49135,Imazpress.com,0.000458,"0,07643249",5000,TRUE,Actu_Locale,Gauche - Extrême Gauche,2000,TRUE,TRUE,|||,||||,,,,,,
65099,jeminformetv.Wordpress.com,0.000336,"0,216887754",529177,TRUE,Actu,Extrême Droite - Réinformation,2017,FALSE,FALSE,|||,||||,NaN,5.82,8.463,1.587,4.141,7.858
248796,Mind.eu.com /media,0.000425,"0,040182884",5000,TRUE,Marketing,Economique - Tech - Gaming,2017,FALSE,FALSE,|||,||||,,,,,,
249000,olplay.Ol.fr,0.000268,"0,217489901",78852,FALSE,Sport,Lifestyle – Santé – TV,,FALSE,FALSE,|||,||||,,,,,,
249108,Radiofrance.fr /franceculture,0.00816,"3,797254397",67870000,FALSE,Culture,Gauche - Extrême Gauche,1944,FALSE,FALSE,Radio France|||,République française||||,,,,,,
249120,Radiofrance.fr /franceinter,0.008826,"4,361647959",67870000,TRUE,Actu,Gauche - Extrême Gauche,1947,FALSE,FALSE,Radio France|||,République française||||,,,,,,
249123,Radiofrance.fr /francemusique,0.002419,"0,477722081",67870000,FALSE,Culture,Gauche - Extrême Gauche,,FALSE,FALSE,Radio France|||,République française||||,,,,,,
249146,Radiofrance.fr /fip,0.001372,"0,143411134",67870000,FALSE,Culture,Gauche - Extrême Gauche,,FALSE,FALSE,Radio France|||,République française||||,,,,,,
249158,Radiofrance.fr /mouv,0.003956,"0,071657441",67870000,FALSE,Culture,Gauche - Extrême Gauche,,FALSE,FALSE,Radio France|||,République française||||,,,,,,
249566,Traficalert.fr,0,"0,222575451",5000,FALSE,Tourisme,Divers,,FALSE,FALSE,|||,||||,,,,,,
255812,motorsport.Nextgen-Auto.com /fr,0.000258,"0,0398228",9576000,FALSE,Transports,Gauche - Extrême Gauche,,FALSE,FALSE,|||,||||,,,,,,
