id,label,pageranks,twitter_score,audience_sw_apr_june24,Hard News,topic_niv1,clusters_legend,date_fusion,SPEL,CPPAP,ORG,PROPR,media_category,lrecon_23_mean,antielite_salience_23_mean,eu_position_23_mean,refugees_23_mean,galtan_23_mean
143,Frustrationmagazine.fr,0.000454,"0,56487291",503442,TRUE,Actu,Gauche - Extrême Gauche,2013,FALSE,FALSE,|||,||||,NaN,3.47,7.31,3.912,7.059,3.789
144,Breizh-Info.com,0.000623,"0,562032006",1229000,TRUE,Actu,Extrême Droite - Réinformation,2013,FALSE,FALSE,|||,||||,Identitarian,5.937,8.223,1.863,4.256,7.879
145,Canal-Supporters.com,0.000308,"0,557578207",8096000,FALSE,Sport,PQR - Sport - Météo,,FALSE,FALSE,|||,||||,,,,,,
147,Nextinpact.com,0.001181,"0,556227463",487875,TRUE,Technologie,Economique - Tech - Gaming,2000,TRUE,TRUE,|||,||||,,,,,,
148,Lesalonbeige.fr,0.000382,"0,555845391",3547000,TRUE,Actu,Droite - Extrême Droite,2004,FALSE,FALSE,|||,||||,Identitarian,6.224,8.332,1.638,3.978,8.342
149,Paris-Normandie.fr,0.002504,"0,54948551",10220000,TRUE,Actu_Locale,PQR - Sport - Météo,1944,TRUE,TRUE,Groupe Rossel|||,Famille Hurbain||||,PQR & Mag,5.172,5.499,5.41,7.327,4.975
150,Boursorama.com,0.001411,"0,459454798",65240000,TRUE,Economie,Economique - Tech - Gaming,1998,FALSE,FALSE,|||,||||,Centre,5.402,6.281,4.493,6.428,5.707
151,Sudradio.fr,0.002529,"0,536972832",2049000,TRUE,Actu,Extrême Droite - Réinformation,1958,FALSE,FALSE,Fiducial|||,Christian Latouche||||,NaN,5.675,6.284,4.419,6.248,6.068
152,Usinenouvelle.com,0.003408,"0,528223536",6251000,TRUE,Actu,Economique - Tech - Gaming,1891,TRUE,TRUE,|||,||||,IT & Consumer,5.569,5.289,5.725,7.182,5.165
153,Entreprendre.fr,0.000779,"0,528069952",354118,TRUE,Economie,Droite - Extrême Droite,1984,FALSE,FALSE,|||,||||,NaN,5.831,6.555,4.022,5.907,6.445
154,Lemediatv.fr,0.00052,"0,521501056",659940,TRUE,Actu,Gauche - Extrême Gauche,2018,TRUE,TRUE,|||,||||,Left Wing,3.457,7.376,3.831,7.035,3.822
155,Actualitte.com,0.001939,"0,511422605",2160000,FALSE,Culture,Economique - Tech - Gaming,,FALSE,FALSE,|||,||||,NaN,4.998,5.586,5.441,7.218,4.726
156,Elle.fr,0.002431,"0,506434638",43030000,FALSE,Lifestyle,Lifestyle – Santé – TV,1945,TRUE,TRUE,Czech Media Invest|||,Daniel Křetínský||||,Leisure and Health,5.113,5.862,5.108,6.91,5.049
157,Bonpote.com,0.000666,"0,504457559",1041000,TRUE,Ecologie,Economique - Tech - Gaming,2018,FALSE,FALSE,|||,||||,NaN,3.982,5.56,5.812,7.767,3.414
158,Closermag.fr,0.001237,"0,5022665",49780000,FALSE,People,Lifestyle – Santé – TV,2005,TRUE,FALSE,|||,||||,Hyper-centre,5.62,7.107,3.458,5.574,6.556
159,Allocine.fr,0.007765,"0,502093739",126000000,FALSE,Culture,Lifestyle – Santé – TV,,FALSE,FALSE,|||,||||,NaN,4.938,6.264,4.649,6.655,5.115
160,Blogrioufol.com,0.000279,"0,498609649",31380,TRUE,Actu,Droite - Extrême Droite,2021,FALSE,FALSE,|||,||||,,,,,,
161,Legrandcontinent.eu,0.001601,"0,495590139",1641000,TRUE,Actu,Gauche - Extrême Gauche,2019,FALSE,FALSE,|||,||||,NaN,5.067,5.131,6.066,7.572,4.444
162,Presse-Citron.net,0.001714,"0,494845665",19910000,FALSE,Technologie,Economique - Tech - Gaming,2005,FALSE,FALSE,|||,||||,IT & Consumer,5.577,5.626,5.323,6.882,5.405
163,Medias-Presse.info,0.000398,"0,482174931",527537,TRUE,Actu,Extrême Droite - Réinformation,2013,FALSE,FALSE,|||,||||,Identitarian,5.909,8.589,1.362,3.929,8.123
164,Voici.fr,0.001738,"0,474248716",89800000,FALSE,People,Lifestyle – Santé – TV,1987,TRUE,FALSE,Prisma Media|Vivendi||,Vincent Bolloré||||,,,,,,
165,Programme-Television.org,0.001316,"0,472544352",37690000,FALSE,TV,Lifestyle – Santé – TV,1960,TRUE,FALSE,Czech Media Invest|||,Daniel Křetínský||||,Leisure and Health,5.444,7.041,3.591,5.728,6.27
166,Lesdeqodeurs.fr,0.000273,"0,465573613",34252,TRUE,Actu,Extrême Droite - Réinformation,2020,FALSE,FALSE,|||,||||,NaN,5.783,8.497,1.524,4.098,7.833
167,Franc-Tireur.fr,0.000386,"0,464367825",1036000,TRUE,Actu,Droite - Extrême Droite,1941,TRUE,TRUE,Czech Media Invest|||,Daniel Křetínský||||,NaN,5.812,4.357,6.912,7.758,4.768
169,Clubic.com,0.00159,"0,460835916",22020000,TRUE,Technologie,Economique - Tech - Gaming,2000,FALSE,FALSE,|||,||||,IT & Consumer,5.547,5.772,5.121,6.766,5.483
170,Corsematin.com,0.002957,"0,45914974",4665000,TRUE,Actu_Locale,PQR - Sport - Météo,1944,TRUE,TRUE,Groupe La Provence|CMA CGM||,Rodolphe Saadé||||,PQR & Mag,5.038,5.904,4.673,6.733,5.306
171,Lincorrect.org,0.000353,"0,458283293",258877,TRUE,Actu,Droite - Extrême Droite,2017,TRUE,TRUE,|||,||||,NaN,6.399,7.827,2.278,4.485,8.158
172,Lunion.fr,0.002064,"0,456890216",14500000,TRUE,Actu_Locale,PQR - Sport - Météo,1989,TRUE,TRUE,La Voix du Nord SA|Groupe Rossel La Voix||,Famille Hurbain|Crédit agricole|||,PQR & Mag,5.71,5.441,5.524,7.133,5.426
173,Resistancerepublicaine.com,0.000338,"0,444437233",995956,TRUE,Actu,Droite - Extrême Droite,2009,FALSE,FALSE,|||,||||,Identitarian,6.111,8.844,0.986,3.517,8.618
174,Nexus.fr,0.000341,"0,442680087",155969,TRUE,Actu,Extrême Droite - Réinformation,1986,FALSE,FALSE,|||,||||,NaN,5.643,8.361,1.716,4.378,7.533
175,Siecledigital.fr,0.001126,"0,442379827",500215,TRUE,Technologie,Economique - Tech - Gaming,2013,TRUE,TRUE,|||,||||,NaN,5.739,4.937,6.149,7.352,5.106
176,01Net.com,0.002405,"0,442222788",22710000,FALSE,Technologie,Economique - Tech - Gaming,2000,FALSE,FALSE,|||,||||,IT & Consumer,5.517,5.774,5.129,6.782,5.446
177,Marieclaire.fr,0.001622,"0,440260985",32040000,FALSE,Lifestyle,Lifestyle – Santé – TV,1937,TRUE,TRUE,|||,||||,Leisure and Health,5.124,6.21,4.659,6.622,5.299
178,Crashdebug.fr,0.000344,"0,432844256",157953,TRUE,Actu,Extrême Droite - Réinformation,2009,FALSE,FALSE,|||,||||,Alternative Health,5.668,8.57,1.467,4.132,7.755
179,Premiere.fr,0.00203,"0,420969248",9067000,FALSE,Culture,Lifestyle – Santé – TV,1976,FALSE,FALSE,|||,||||,,,,,,
180,Covid-Factuel.fr,0.000313,"0,420681318",44571,TRUE,Santé,Extrême Droite - Réinformation,2021,FALSE,FALSE,|||,||||,NaN,5.701,8.543,1.38,4.127,7.807
181,Francemediasnumerique.net,0.000289,"0,427425022",,TRUE,Actu,Extrême Droite - Réinformation,2022,,,|||,||||,,,,,,
182,Konbini.com,0.001239,"0,418108086",7181000,FALSE,Lifestyle,Lifestyle – Santé – TV,2008,TRUE,TRUE,|||,||||,NaN,4.919,5.688,5.425,7.226,4.633
183,Les-Crises.fr,0.000549,"0,409337575",715430,TRUE,Actu,Gauche - Extrême Gauche,2011,FALSE,FALSE,|||,||||,Revolutionary Right,4.942,7.606,2.95,5.607,6.048
184,Purepeople.com,0.001068,"0,406042233",77280000,FALSE,People,Lifestyle – Santé – TV,2001,TRUE,FALSE,|||,||||,Leisure and Health,5.612,6.947,3.629,5.671,6.45
185,Journalducoin.com,0.001028,"0,401889582",1856000,TRUE,Technologie,Economique - Tech - Gaming,2017,FALSE,FALSE,|||,||||,NaN,5.497,6.345,4.513,6.384,5.741
186,Acrimed.org,0.000663,"0,396181063",402619,TRUE,Actu,Gauche - Extrême Gauche,2002,TRUE,TRUE,|||,||||,Left Wing,3.288,7.208,3.974,7.196,3.598
187,Blogdumoderateur.com,0.001363,"0,393690764",6697000,FALSE,Technologie,Economique - Tech - Gaming,,FALSE,FALSE,|||,||||,NaN,5.758,4.742,6.419,7.533,4.955
188,Vogue.fr,0.001614,"0,393080788",10850000,FALSE,Lifestyle,Lifestyle – Santé – TV,1909,TRUE,FALSE,|||,||||,Leisure and Health,5.654,5.754,5.145,6.666,5.573
189,Actu-Juridique.fr,0.000737,"0,388381738",1548000,TRUE,Droit,Divers,2018,TRUE,TRUE,|||,||||,NaN,5.08,5.705,5.297,7.135,4.871
190,Vice.com /fr,0.000875,"0,386474126",34640000,TRUE,Actu,Gauche - Extrême Gauche,1994,FALSE,FALSE,|||,||||,,,,,,
191,Actu-Environnement.com,0.001143,"0,384778119",710706,TRUE,Ecologie,Economique - Tech - Gaming,2003,TRUE,TRUE,|||,||||,NaN,4.887,4.76,6.513,7.881,4.017
192,Ladn.eu,0.000974,"0,379989383",870711,FALSE,Lifestyle,Economique - Tech - Gaming,,FALSE,FALSE,|||,||||,NaN,5.178,5.051,6.133,7.574,4.512
193,Revolutionpermanente.fr,0.000904,"0,37599496",670632,TRUE,Actu,Gauche - Extrême Gauche,2015,FALSE,FALSE,|||,||||,Left Wing,3.894,7.346,3.694,6.677,4.426
194,Nationalgeographic.fr,0.002049,"0,374913525",9601000,FALSE,Sciences,Divers,,FALSE,FALSE,Prisma Media|Vivendi||,Vincent Bolloré||||,NaN,4.981,5.847,5.17,7.015,4.845
195,Tetu.com,0.000902,"0,374454952",983303,FALSE,Lifestyle,Lifestyle – Santé – TV,,TRUE,TRUE,|||,||||,NaN,4.286,5.668,5.551,7.532,3.914
197,Jeuxvideo.com,0.00359,"0,373154022",146400000,FALSE,Jeux_Vidéo,Economique - Tech - Gaming,,TRUE,FALSE,|||,||||,NaN,5.45,6.224,4.603,6.45,5.674
198,Orientxxi.info,0.000697,"0,371760774",956661,TRUE,Actu,Gauche - Extrême Gauche,2013,TRUE,TRUE,|||,||||,Left Wing,4.06,6.483,4.656,7.183,4.088
199,Regards.fr,0.000542,"0,368556062",89972,TRUE,Actu,Gauche - Extrême Gauche,1933,FALSE,FALSE,|||,||||,NaN,3.262,6.942,4.16,7.317,3.554
200,Mediacites.fr,0.001329,"0,366828338",382964,TRUE,Actu_Locale,Divers,2016,TRUE,TRUE,|||,||||,Left Wing,4.193,5.73,5.468,7.579,3.854
201,Football-Addict.com /fr,0.000502,"0,366491207",377301,FALSE,Sport,PQR - Sport - Météo,,FALSE,FALSE,|||,||||,,,,,,
202,Cerfia.fr,0.000264,"0,363542248",37838,TRUE,Actu,PQR - Sport - Météo,2020,FALSE,FALSE,|||,||||,,,,,,
203,Lcp.fr,0.001677,"0,362116829",1260000,TRUE,Actu,Divers,2000,FALSE,FALSE,|||,République française||||,Hyper-local (East),5.098,5.589,5.458,7.253,4.825
204,Aefinfo.fr,0.001038,"0,356849435",712229,TRUE,Actu,Gauche - Extrême Gauche,1998,TRUE,TRUE,|||,||||,NaN,5.129,4.715,6.536,7.928,4.245
205,Culturepsg.com,0.000334,"0,356763718",9010000,FALSE,Sport,PQR - Sport - Météo,,FALSE,FALSE,|||,||||,,,,,,
206,Lesinrocks.com,0.002371,"0,352544165",1907000,FALSE,Culture,Gauche - Extrême Gauche,1986,TRUE,TRUE,Combat Solutions|||,Matthieu Pigasse||||,Centre,4.475,5.987,5.163,7.23,4.292
207,Usine-Digitale.fr,0.00162,"0,349800204",732214,TRUE,Technologie,Economique - Tech - Gaming,2013,TRUE,TRUE,|||,||||,IT & Consumer,5.906,4.618,6.518,7.542,5.071
208,Usbeketrica.com,0.001007,"0,348263833",807748,TRUE,Ecologie,Economique - Tech - Gaming,2010,TRUE,TRUE,|||,||||,NaN,4.899,5.182,6.04,7.595,4.277
209,Cryptoast.fr,0.000808,"0,347986682",1862000,TRUE,Economie,Economique - Tech - Gaming,2018,FALSE,FALSE,|||,||||,NaN,5.758,6.956,3.596,5.576,6.605
210,Positivr.fr,0.000925,"0,341732916",2046000,FALSE,Lifestyle,Lifestyle – Santé – TV,2014,TRUE,TRUE,|||,||||,Leisure and Health,4.657,5.755,5.374,7.283,4.386
211,Egaliteetreconciliation.fr,0.000382,"0,339595091",9453000,TRUE,Actu,Extrême Droite - Réinformation,2007,FALSE,FALSE,|||,||||,Revolutionary Right,5.794,8.658,1.325,3.88,8.003
212,Larepubliquedespyrenees.fr,0.001082,"0,337210516",8550000,TRUE,Actu_Locale,PQR - Sport - Météo,1944,TRUE,TRUE,Pyrénées Presse|Groupe Sud Ouest France||,Vincent Bolloré||||,,,,,,
214,Lyoncapitale.fr,0.001545,"0,328600586",3966000,TRUE,Actu_Locale,Divers,1994,TRUE,TRUE,|||,||||,Right Wing,5.199,5.788,5.158,6.949,5.111
215,Meteofrance.fr,0.006815,"0,325580691",8448000,FALSE,Météo,PQR - Sport - Météo,,FALSE,FALSE,|||,||||,,,,,,
216,Opex360.com,0.001042,"0,324003845",21230000,TRUE,Sécurité,Droite - Extrême Droite,2007,FALSE,FALSE,|||,||||,Right Wing,5.901,6.485,4.148,5.944,6.456
217,Lalettrepatriote.com,0.000267,"0,323588545",309849,TRUE,Actu,Droite - Extrême Droite,2018,FALSE,FALSE,|||,||||,NaN,6.305,8.591,1.284,3.648,8.659
218,Geopolitique-Profonde.com,0.000333,"0,322439751",426297,TRUE,Actu,Extrême Droite - Réinformation,2018,FALSE,FALSE,|||,||||,NaN,5.841,8.455,1.563,4.098,7.889
219,Zonebourse.com,0.00098,"0,321012218",12670000,TRUE,Economie,Economique - Tech - Gaming,2001,TRUE,TRUE,|||,||||,IT & Consumer,5.616,6.353,4.372,6.237,5.999
220,Femmeactuelle.fr,0.001565,"0,320131024",66850000,FALSE,Lifestyle,Lifestyle – Santé – TV,1984,TRUE,FALSE,Prisma Media|Vivendi||,Vincent Bolloré||||,,,,,,
221,Lepopulaire.fr,0.001024,"0,317445039",5492000,TRUE,Actu_Locale,PQR - Sport - Météo,1905,TRUE,TRUE,Groupe La Montagne|||,Fondation Varenne||||,Hyper-local (East),4.651,5.682,5.295,7.31,4.501
222,Larep.fr,0.001364,"0,317051838",7806000,TRUE,Actu_Locale,PQR - Sport - Météo,1944,TRUE,TRUE,Groupe La Montagne|Groupe NRCO||,Fondation Varenne|Famille Saint-Cricq|||,Hyper-local (East),5.205,5.669,5.311,7.14,5.024
223,Damocles.co,0.000282,"0,314531564",99479,TRUE,Actu,Droite - Extrême Droite,2016,FALSE,FALSE,|||,||||,Identitarian,6.244,8.834,0.961,3.356,8.793
224,Dreuz.info,0.000606,"0,310681753",815779,TRUE,Actu,Droite - Extrême Droite,2006,FALSE,FALSE,|||,||||,Identitarian,6.274,8.446,1.442,3.729,8.492
225,Reflets.info,0.000515,"0,308685657",46724,TRUE,Actu,Gauche - Extrême Gauche,2010,TRUE,TRUE,|||,||||,Right Wing,4.232,6.337,4.77,7.187,4.216
226,Lesnumeriques.com,0.001994,"0,304705423",32550000,FALSE,Technologie,Economique - Tech - Gaming,2004,TRUE,FALSE,|||,||||,IT & Consumer,5.422,5.302,5.75,7.238,4.983
227,Lagazettedescommunes.com,0.002235,"0,299981989",1868000,TRUE,Administration,Divers,1967,TRUE,TRUE,|||,||||,,,,,,
228,Hypergames.com,0,"0,297995175",5000,FALSE,Technologie,Divers,,FALSE,FALSE,|||,||||,,,,,,
229,Rcf.fr,0.001104,"0,296465815",1041000,TRUE,Actu,Droite - Extrême Droite,1988,FALSE,FALSE,|||,||||,NaN,5.413,4.699,6.456,7.754,4.588
230,Republiquedujapap.com,0.000259,"0,294088805",12757,FALSE,People,Lifestyle – Santé – TV,,FALSE,FALSE,|||,||||,,,,,,
231,Journaldunet.com,0.002394,"0,290552343",17960000,TRUE,Technologie,Economique - Tech - Gaming,1999,FALSE,FALSE,|||,||||,IT & Consumer,5.855,4.65,6.5,7.581,5.021
232,Lesakerfrancophone.fr,0.000383,"0,287948876",753501,TRUE,Actu,Extrême Droite - Réinformation,2015,FALSE,FALSE,|||,||||,NaN,5.663,8.335,1.78,4.404,7.532
233,Tvl.fr,0.000364,"0,598858432",676212,TRUE,Actu,Extrême Droite - Réinformation,2013,FALSE,FALSE,|||,||||,NaN,5.951,8.64,1.302,3.915,8.241
234,Rugbyrama.fr,0.003102,"0,24401285",37430000,FALSE,Sport,PQR - Sport - Météo,1929,FALSE,FALSE,|||,||||,NaN,5.113,5.884,5.05,6.993,5.087
235,Charentelibre.fr,0.001544,"0,284928587",12180000,TRUE,Actu_Locale,PQR - Sport - Météo,1944,TRUE,TRUE,Groupe Sud Ouest France|||,Famille Lemoine||||,,,,,,
237,Arabnews.fr,0.000942,"0,280336216",403445,TRUE,Actu,Droite - Extrême Droite,1975,FALSE,FALSE,|||,||||,NaN,5.315,5.95,4.952,6.771,5.324
238,Science-Et-Vie.com,0.001334,"0,278234557",16930000,FALSE,Sciences,Lifestyle – Santé – TV,1913,TRUE,TRUE,|||,||||,Leisure and Health,5.321,6.22,4.584,6.467,5.553
239,Oisehebdo.fr,0.00043,"0,2736237",2280000,TRUE,Actu_Locale,PQR - Sport - Météo,1994,TRUE,TRUE,|||,||||,NaN,4.856,6.074,4.843,7.038,4.923
240,Programme-Tv.net,0.002713,"0,272965861",234000000,FALSE,TV,Lifestyle – Santé – TV,1986,TRUE,FALSE,Prisma Media|Vivendi||,Vincent Bolloré||||,,,,,,
241,Marsactu.fr,0.000943,"0,270922733",760674,TRUE,Actu_Locale,Gauche - Extrême Gauche,2010,TRUE,TRUE,|||,||||,NaN,4.469,6.265,4.691,7.015,4.62
242,Conspiracywatch.info,0.001084,"0,269846963",330313,TRUE,Actu,Gauche - Extrême Gauche,2007,TRUE,TRUE,|||,||||,Right Wing,5.585,5.456,5.538,6.943,5.309
243,Meteofrance.com,0.010213,"0,268958903",203900000,FALSE,Météo,PQR - Sport - Météo,,FALSE,FALSE,|||,||||,,,,,,
244,Consultor.fr,0.000324,"0,267352658",197138,TRUE,Marketing,Divers,2011,TRUE,FALSE,|||,||||,NaN,5.198,7.198,3.381,5.876,6.073
245,Cielvoile.fr,0.000279,"0,266275104",31010,TRUE,Actu,Extrême Droite - Réinformation,2011,FALSE,FALSE,|||,||||,NaN,5.987,8.364,1.629,4.092,7.997
246,Lilianeheldkhawam.com,0.000333,"0,263733366",14017,TRUE,Actu,Extrême Droite - Réinformation,2014,FALSE,FALSE,|||,||||,NaN,5.76,8.453,1.563,4.192,7.785
248,Pokekalos.fr,0.000265,"0,262639227",1226000,FALSE,BD,Economique - Tech - Gaming,,FALSE,FALSE,|||,||||,,,,,,
249,Fakirpresse.info,0.000401,"0,262365519",58574,TRUE,Actu,Gauche - Extrême Gauche,1999,FALSE,FALSE,|||,||||,Left Wing,3.625,6.942,4.193,7.144,3.862
250,Exoconscience.com,0.000283,"0,260550772",31103,TRUE,Actu,Extrême Droite - Réinformation,2022,FALSE,FALSE,|||,||||,NaN,5.706,8.508,1.577,4.168,7.717
251,Letribunaldunet.fr,0.000327,"0,25647032",13960000,FALSE,People,Lifestyle – Santé – TV,2012,FALSE,FALSE,|||,||||,Leisure and Health,5.67,7.477,2.936,5.185,6.905
252,Toutinfos.com,0.000277,"0,255772855",5000,TRUE,Actu,Lifestyle – Santé – TV,2019,FALSE,FALSE,|||,||||,,,,,,
253,Zdnet.fr,0.00117,"0,255527285",2052000,TRUE,Technologie,Economique - Tech - Gaming,1991,TRUE,FALSE,|||,||||,IT & Consumer,5.743,4.805,6.329,7.522,4.992
254,Basketusa.com,0.000626,"0,253848933",27620000,FALSE,Sport,PQR - Sport - Météo,,TRUE,FALSE,|||,||||,,,,,,
255,Phonandroid.com,0.001587,"0,249684445",19570000,FALSE,Technologie,Economique - Tech - Gaming,2010,FALSE,FALSE,|||,||||,IT & Consumer,5.507,6.402,4.358,6.218,5.882
256,Reussir.fr,0.000734,"0,249069993",1104000,TRUE,Agriculture,Divers,1986,TRUE,FALSE,|||,||||,NaN,5.713,4.531,6.689,7.75,4.759
257,Chartsinfrance.net,0.000753,"0,245669218",6106000,FALSE,People,Lifestyle – Santé – TV,,TRUE,FALSE,|||,||||,,,,,,
258,Infomigrants.net,0.001167,"0,240372413",1255000,TRUE,Actu,Gauche - Extrême Gauche,2017,FALSE,FALSE,|||,||||,NaN,4.306,6.377,4.61,6.963,4.479
259,Livrenoir.fr,0.000271,"0,239345757",512253,TRUE,Actu,Droite - Extrême Droite,2021,TRUE,TRUE,|||,||||,,,,,,
260,Goldnadel.tv,0.000263,"0,238118036",5000,TRUE,Actu,Droite - Extrême Droite,2019,FALSE,FALSE,|||,||||,,,,,,
262,Vanityfair.fr,0.00162,"0,2374388",3969000,FALSE,Lifestyle,Lifestyle – Santé – TV,2004,TRUE,FALSE,|||,||||,Leisure and Health,5.325,6.016,4.904,6.686,5.357
263,Ign.com,0.002811,"0,236798439",349200000,FALSE,Jeux_Vidéo,Economique - Tech - Gaming,,FALSE,FALSE,|||,||||,,,,,,
264,Linternaute.com,0.001374,"0,236572244",100700000,TRUE,Actu,Divers,2000,FALSE,FALSE,|||,||||,Leisure and Health,5.216,6.737,3.961,6.111,5.822
265,Dalloz-Actualite.fr,0.001363,"0,2365473",746269,TRUE,Droit,Gauche - Extrême Gauche,2010,TRUE,FALSE,|||,||||,Left Wing,5.386,5.137,5.977,7.495,4.802
266,Profidecatholica.com,0.000313,"0,232546826",148740,TRUE,Actu,Extrême Droite - Réinformation,2017,FALSE,FALSE,|||,||||,NaN,5.881,8.609,1.332,3.919,8.099
267,Cointribune.com,0.000442,"0,23112726",5695000,TRUE,Economie,Economique - Tech - Gaming,2016,FALSE,FALSE,|||,||||,NaN,5.729,6.61,4.041,5.972,6.278
268,Russiepolitics.blogspot.com,0.000288,"0,230808908",83263,TRUE,Actu,Divers,2000,FALSE,FALSE,|||,||||,,,,,,
271,Lamarseillaise.fr,0.001245,"0,22998648",498665,TRUE,Actu_Locale,Gauche - Extrême Gauche,1944,TRUE,TRUE,|||,||||,Left Wing,3.956,5.988,5.002,7.595,3.899
272,Bondyblog.fr,0.002348,"0,229442642",248128,TRUE,Actu,Gauche - Extrême Gauche,2005,TRUE,TRUE,|||,||||,Left Wing,3.704,6.594,4.637,7.345,3.706
273,Onzemondial.com,0.000917,"0,228460638",14290000,FALSE,Sport,PQR - Sport - Météo,1989,FALSE,FALSE,|||,||||,,,,,,
274,Madmoizelle.com,0.000828,"0,227845342",8042000,FALSE,Lifestyle,Lifestyle – Santé – TV,2005,TRUE,FALSE,|||,||||,Leisure and Health,4.478,5.92,5.277,7.306,4.23
276,Le10Sport.com,0.000515,"0,225991886",32120000,FALSE,Sport,PQR - Sport - Météo,,TRUE,FALSE,|||,||||,,,,,,
277,Lejsl.com,0.002478,"0,224089856",11000000,TRUE,Actu_Locale,PQR - Sport - Météo,1826,TRUE,TRUE,Groupe EBRA|||,Crédit Mutuel||||,Hyper-local (East),5.327,5.672,5.271,7.008,5.206
278,Jim.fr,0.000342,"0,222040896",352095,TRUE,Santé,Extrême Droite - Réinformation,1979,TRUE,FALSE,|||,||||,NaN,5.647,5.688,5.142,6.785,5.584
280,Lesmoutonsenrages.fr,0.000375,"0,216569637",896787,TRUE,Actu,Extrême Droite - Réinformation,2010,FALSE,FALSE,|||,||||,Revolutionary Right,5.734,8.512,1.521,4.133,7.803
281,H16Free.com,0.000441,"0,215432777",332329,TRUE,Actu,Economique - Tech - Gaming,2010,FALSE,FALSE,|||,||||,,,,,,
282,Insolentiae.com,0.000335,"0,21241896",2166000,TRUE,Actu,Extrême Droite - Réinformation,2015,TRUE,FALSE,|||,||||,NaN,5.849,8.138,1.957,4.415,7.668
283,Sortiraparis.com,0.001013,"0,209575811",23100000,FALSE,Culture,Divers,2002,FALSE,FALSE,|||,||||,NaN,5.454,5.827,5.039,6.744,5.448
284,Rue89Strasbourg.com,0.000632,"0,209272263",573669,TRUE,Actu_Locale,Gauche - Extrême Gauche,2012,TRUE,TRUE,|||,||||,Left Wing,4.192,6.04,5.12,7.429,4.008
285,Xboxygen.com,0.000272,"0,208792089",3378000,FALSE,Jeux_Vidéo,Economique - Tech - Gaming,,FALSE,FALSE,|||,||||,,,,,,
286,Kultt.fr,0.000264,"0,208767405",33720,FALSE,Lifestyle,Lifestyle – Santé – TV,,FALSE,FALSE,|||,||||,,,,,,
287,Ohmymag.com,0.00056,"0,208295557",13690000,FALSE,Lifestyle,Lifestyle – Santé – TV,2013,FALSE,FALSE,|||,||||,,,,,,
288,Nordlittoral.fr,0.001013,"0,206568056",4523000,TRUE,Actu_Locale,PQR - Sport - Météo,1944,TRUE,TRUE,La Voix du Nord SA|Groupe Rossel La Voix||,Famille Hurbain|Crédit agricole|||,PQR & Mag,5.11,5.52,5.451,7.308,4.866
289,Lvsl.fr,0.000566,"0,20586937",180970,TRUE,Actu,Gauche - Extrême Gauche,2016,TRUE,TRUE,|||,||||,NaN,3.823,6.894,4.189,7.033,4.097
290,Lavoiedelepee.blogspot.com,0.000854,"0,205632901",391815,TRUE,Sécurité,Droite - Extrême Droite,2000,FALSE,FALSE,|||,||||,,,,,,
291,Egora.fr,0.000495,"0,205292565",1026000,TRUE,Santé,PQR - Sport - Météo,1999,TRUE,TRUE,|||,||||,NaN,5.599,5.646,5.257,6.864,5.444
292,Vosgesmatin.fr,0.001597,"0,20494588",5538000,TRUE,Actu_Locale,PQR - Sport - Météo,2009,TRUE,TRUE,Groupe EBRA|||,Crédit Mutuel||||,Hyper-local (East),5.419,5.884,4.962,6.804,5.456
294,Real-France.fr,0.000284,"0,201825023",2784000,FALSE,Sport,PQR - Sport - Météo,,FALSE,FALSE,|||,||||,,,,,,
295,Lechorepublicain.fr,0.001189,"0,201395954",5408000,TRUE,Actu_Locale,PQR - Sport - Météo,1922,TRUE,TRUE,Groupe La Montagne|||,Fondation Varenne||||,Hyper-local (East),5.567,5.424,5.523,7.111,5.285
296,Attali.com,0.000361,"0,200810417",156735,TRUE,Actu,Extrême Droite - Réinformation,1999,FALSE,FALSE,|||,||||,NaN,5.677,6.099,4.701,6.393,5.886
297,Bebasket.fr,0.000656,"0,200617698",3103000,FALSE,Sport,PQR - Sport - Météo,,TRUE,FALSE,|||,||||,,,,,,
298,Anthropo-Logiques.org,0.000286,"0,199385244",42250,TRUE,Actu,Extrême Droite - Réinformation,2020,FALSE,FALSE,|||,||||,NaN,5.73,8.406,1.655,4.296,7.648
299,Lest-Eclair.fr,0.000632,"0,198547239",3457000,TRUE,Actu_Locale,PQR - Sport - Météo,1945,TRUE,TRUE,La Voix du Nord SA|Groupe Rossel La Voix||,Famille Hurbain|Crédit agricole|||,PQR & Mag,5.647,5.636,5.29,6.964,5.503
300,Libreactu.fr,0.000262,"0,198198626",5000,TRUE,Actu,Gauche - Extrême Gauche,2017,FALSE,FALSE,|||,||||,,,,,,
301,News-24.fr,0.000436,"0,198017845",28565,TRUE,Actu,Extrême Droite - Réinformation,1998,FALSE,FALSE,|||,||||,NaN,5.491,6.315,4.352,6.256,5.905
304,Doctissimo.fr,0.001538,"0,195926906",34280000,TRUE,Santé,Lifestyle – Santé – TV,2000,TRUE,FALSE,|||,||||,NaN,5.491,6.305,4.426,6.323,5.817
306,Letudiant.fr,0.001878,"0,194647316",14180000,TRUE,Education,Economique - Tech - Gaming,1972,TRUE,FALSE,|||,||||,Centre,5.207,4.795,6.453,7.895,4.35
307,Maddyness.com,0.000912,"0,194474671",917335,TRUE,Economie,Economique - Tech - Gaming,2012,FALSE,FALSE,|||,||||,IT & Consumer,6.027,4.103,7.179,7.884,4.824
